0.0, 403.4287934927351
0.5, 403.4287934927351
1.0, 403.428793492735
1.5, 403.428793492735
2.0, 403.4287934927351
2.5, 403.4287934927351
3.0, 403.428793492735
3.5, 403.428793492735
4.0, 403.4287934927351
4.5, 403.4287934927351
5.0, 403.428793492735
5.5, 403.4287934927351
6.0, 403.4287934927351
6.5, 403.4287934927351
7.0, 403.4287934927351
7.5, 403.4287934927351
8.0, 403.4287934927353
8.5, 403.428793492735
9.0, 403.4287934927351
9.5, 403.428793492735
10.0, 403.428793492735
10.5, 403.4287934927353
11.0, 403.4287934927351
11.5, 403.4287934927351
12.0, 403.428793492735
12.5, 403.4287934927351
13.0, 403.4287934927351
13.5, 403.4287934927351
14.0, 403.428793492735
14.5, 403.4287934927353
15.0, 403.4287934927353
15.5, 403.4287934927351
16.0, 403.4287934927351
16.5, 403.4287934927351
17.0, 403.4287934927351
17.5, 403.4287934927351
18.0, 403.4287934927353
18.5, 403.4287934927353
19.0, 403.4287934927353
19.5, 403.4287934927351
20.0, 403.4287934927351
